United Kingdom	XBB.1.16(XBB.1.16)	0	0	0.00118547789577674	0.0312239800166528	0.123325892857143	0.195652173913043	0.247745358090186	0.2703125
United Kingdom	XBB.2.3.10.1(GE.1)	0	0	0	0	0.00558035714285714	0.0115089514066496	0.0307692307692308	0.0546875
United Kingdom	XBB.1.9.2.5.1(EG.5.1)	0	0	0	0	0.00167410714285714	0.0159846547314578	0.0673740053050398	0.1078125
United Kingdom	XBB.1.9.2.5.1.1(EG.5.1.1)	0	0	0	0	0	0.010230179028133	0.0769230769230769	0.08125
United Kingdom	XBB.1.16.11(XBB.1.16.11)	0	0	0	0	0	0.00127877237851662	0.0212201591511936	0.028125
United Kingdom	XBB.1.9.2.6.1(EG.6.1)	0	0	0	0	0	0.00255754475703325	0.0180371352785146	0.0265625
United Kingdom	XBB.1.9.1.1.5.1(FL.1.5.1)	0	0	0	0	0	0.00447570332480818	0.0122015915119363	0.0296875
United Kingdom	XBB.2.3.11(XBB.2.3.11)	0	0	0	0	0.001953125	0.0051150895140665	0.0137931034482759	0.0359375
United Kingdom	XBB.2.3.3.1(GJ.1)	0	0	0	0	0	0	0.0148541114058355	0.0203125
United Kingdom	XBB.1.5.70.1(GK.1)	0	0	0	0	0	0.00127877237851662	0.00583554376657825	0.0140625
