France	XBB.1.9.2.5.1(EG.5.1)	0	0	0	0	0.00126839167935058	0.0145454545454545	0.159574468085106	0.235602094240838
France	XBB.1.5.70(XBB.1.5.70)	0	0	0	0	0	0.00218181818181818	0.0159574468085106	0.031413612565445
France	XBB.1.16.6(XBB.1.16.6)	0	0	0	0	0.00101471334348047	0.00363636363636364	0.0141843971631206	0.0418848167539267
France	XBB.1.9.2.5.1.1(EG.5.1.1)	0	0	0	0	0	0.00509090909090909	0.0549645390070922	0.130890052356021
France	XBB.2.3.11(XBB.2.3.11)	0.000168918918918919	0	0	0	0.00228310502283105	0.00945454545454546	0.0523049645390071	0.0732984293193717
France	XBB.1.9.1.1.5.1(FL.1.5.1)	0	0	0	0	0	0	0.0186170212765957	0.0209424083769634
France	XBB.1.16.11(XBB.1.16.11)	0	0	0	0	0	0.00363636363636364	0.024822695035461	0.0418848167539267
France	XBB.1.18.1.1.2(FE.1.2)	0	0	0	0.000321130378933847	0.000507356671740233	0.00290909090909091	0.00443262411347518	0.0104712041884817
France	XBB.2.3.10.1(GE.1)	0	0	0	0	0.0015220700152207	0.00436363636363636	0.00620567375886525	0.0261780104712042
France	XBB.1.9.1.15(FL.15)	0	0	0	0	0	0.000727272727272727	0.00886524822695036	0.0157068062827225
France	XBB.1.9.1.1.5(FL.1.5)	0	0	0	0	0	0.00581818181818182	0.00886524822695036	0.0104712041884817
France	XBB.1.5.70.1(GK.1)	0	0	0	0	0	0.00363636363636364	0.00886524822695036	0.0104712041884817
France	XBB.1.9.2.2(EG.2)	0	0	0	0	0.000507356671740233	0.000727272727272727	0.00797872340425532	0.0104712041884817
France	XBB.1.5.80(XBB.1.5.80)	0	0	0	0	0	0.000727272727272727	0.00177304964539007	0.0104712041884817
